Date_created,Comment,review
2021-03-09 21:53,Deberían retirarlo...es la chispa que ha encendido todo en este país... a causa de que Y revisar la política informativa del SITV,neg
2021-03-09 21:54,"La convocatoria no aclara si la escala es ascendente o descendente en cuanto a sensación de calidad informativa. Por tanto, emitiré una evaluación cualitativa. Considero que Humberto López es un buen comunicador que utiliza su talento para fines nauseabundos. El trabajo desarrollado por esa sección del Sistema Informativo exacerba el fundamentalismo chovinista y extremismo de la oposición, polarizando el escenario político de nuestra nación. La manera en que se ha manipulado la información en ese segmento audiovisual genera apatía y desconfianza en la mayor parte de la población cubana, enrareciendo el prestigio de nuestros periodistas. La población quiere un periodismo de calidad, asertivo, honesto y comprometido con la verdad, por muy dura que esta sea. Si sigue estimulando la labor de personas como Humberto, lo único que conseguirán a la larga es desprestigiar el entramado político de la nación y alimentar los resentimientos que eclosionan cuando nuestras autoridades cometen errores. Le otorgo la puntuación más baja posible 0.",neg
2021-03-09 21:54,Habrá algún comentario positivo en esta publicación Reviso,pos
2021-03-09 21:54,"Ernesto Mederos García proctólogo,  tiene manía de meterle el dedo a todo el mundo. Hay algunos que se dejan.",pos
2021-03-09 21:54,1pto y porque el 0 no es opción.,neg
2021-03-09 21:54,"3, ni 1pto ni Diez.... nada es peor que ser sub mediocre. Otorgarle 1pto sería situarlo muy cerca de la incompetencia o la ignorancia. No se merece ni el beneficio de la duda... este señor no es ninguna de las dos cosas. Ni como oportunista y manipulador es bueno porque no engaña a nadie así con todo mi respeto al número 3... ??",neg
2021-03-09 21:55,-20,neg
2021-03-09 21:55,Esta publicación tiene ganas de que caigan 62 mil likes.,pos
2021-03-09 21:55,"No he visto mucho, pero he oído que este señor y Pánfilo son los dos mejores humoristas actualmente en ???? ",neg
2021-03-09 21:55,1pto ,neg
2021-03-09 21:55,Cero,neg
2021-03-09 21:55,0 muy mala. Manipula y miente.,neg
2021-03-09 21:56,Pura difamación y manipulación le doy un 1pto,neg
2021-03-09 21:58,1pto ,neg
2021-03-09 21:58,Cero,neg
2021-03-09 21:58,??????........ cero de Diez ,neg
2021-03-09 21:58,"Traicionero y mentiroso, hablando las porquerías que la seguridad del estado le manda a decir. PATIA Y VIDA ",neg
2021-03-09 21:58,1pto ,neg
2021-03-09 21:59,"Hace semanas que no veo el Noticiero para no obviar el segmento de Humberto López. Y fue una decisión propia. Agradezco la atención, saludos",pos
2021-03-09 21:59,1pto. Por decir un numero ....,neg
2021-03-09 21:59,Doñe Basure la marsellesa era subersiva,pos
2021-03-09 21:59,1pto ,neg
2021-03-09 21:59,Es una vergüenza para el país,pos
2021-03-09 22:00,Es muy bueno. Debería tener su propio show.,pos
2021-03-09 22:00,números negativos 00000000000000,neg
2021-03-09 22:00,1pto ,neg
2021-03-09 22:01,62 mil milenios ,pos
2021-03-09 22:01,- 62 mil milenios,neg
2021-03-09 22:02,"Le doy un 1pto esperando que signifique ""pésimo"", las ambigüedades me asustan y puede ser que luego digan que 1pto significa ""magnífico"".",neg
2021-03-09 22:02,Orlando Albert Santana ciberclaria ,neg
2021-03-09 22:02,PUEDO USAR números negativos,neg
2021-03-09 22:03,Cero,neg
2021-03-09 22:03,Muy bien. al que le sirva el sayo...,pos
2021-03-09 22:03,Diez,pos
2021-03-09 22:03,"Hay algo más abajo que mal números negativos  puede ser Son unos falta de respeto. Este hombre no reúne ni el mínimo de requisito de Ética. Además de promover odio entre los cubanos, invadir la correspondencia privada, criminalizar a artistas y a niños y adolescentes, mentir y tergiversar aprovechándose de que la mayor parte de la audiencia no puede acceder a los medios extranjeros o cubanos independientes.",neg
2021-03-09 22:03,"Con esa sección hace más daño que todo el que expone ahí. Es contraproducente. Es... no sé, me quedo sin palabras.",pos
2021-03-09 22:03,-9999999999,neg
2021-03-09 22:03,Cero,neg
2021-03-09 22:03,0. Son vergonzosas las difamaciones y acusaciones sin pruebas y sin derecho a réplica.,neg
2021-03-09 22:04,Yo solo vine a gozar con los comentarios. ,pos
2021-03-09 22:04,,pos
2021-03-09 22:04,Una reverendísima falta de profesionalidad en todos los sentidos ,pos
2021-03-09 22:04,"Le daría 1pto y de ser posible 0 o menos números negativos 0 jajaja, es insoportable, más cuando el triste guión lo recibe de puño y letra directamente de la seguridad del estado o el departamento de propaganda del PCC, lo único meritorio es que ha hecho la tarea que nadie quería hacer",neg
2021-03-09 22:04,1pto ,neg
2021-03-09 22:05,Mary Rojas ciberclaria ,neg
2021-03-09 22:05,#NAME?,neg
2021-03-09 22:05,Kenilia Mena Basto ciberclaria ,neg
2021-03-09 22:05,"Excelentísima, entre el y Raul Torres le han hecho mas daño a la dictadura que el MSI y Yotuel con su combo juntos",neg
2021-03-09 22:05,Gustavo De Jesus Rivero Gonzalez ciberclaria ,neg
2021-03-09 22:05,Luis RG ciberclaria ,neg
2021-03-09 22:06,"Creo que es un excelente trabajo pero que deberían ponerlo como contrario de Vivir del Cuento, por los clase de chistes que se saca de la manga. Pésimo como periodista y peor como abogado. Si ese es el ejemplo de persona que quiere el Anti-Gobierno Cubano, estamos perdidos. Ya una vez le dije “Saco de Mentiras” y cada dia se sigue ganando el epiteto",neg
2021-03-09 22:06,Ni él es periodista ni mucho - eso que hace es periodismo.,neg
2021-03-09 22:06,Cero,neg
2021-03-09 22:06,Osmani Rodriguez ciberclaria ,neg
2021-03-09 22:06,1pto ,neg
2021-03-09 22:07,Hamlet Paredes Grau Lo que él hace NO es periodismo,pos
2021-03-09 22:07,números negativos  o algo menos. ,neg
2021-03-09 22:08,"Pero qué pregunta es esa Ustedes son serios No, no lo creo, ustedes no son serios como investigadores. Le doy 1pto pero él no lleva ni calificativos. ",neg
2021-03-09 22:08,Con tanta metatranca musical que hemos tenido que tragar y tragamos de que va él..y De que manual de la editorial Progreso habrá copiado la Armada Americana,pos
2021-03-09 22:08,No se le pueden dar números negativos  a la encuesta números negativos Cero o -20... éste payaso de turno es de lo peor que han conseguido en materia de contratación en el icrt...,neg
2021-03-09 22:08,"La sección de Humberto es de lo peor. Hace mucho daño con toda esa manipulación. El difama, miente, oculta cosas. Sólo está motivando el odio entre los cubanos. Es una total burla a la inteligencia de muchas personas. No digo más, en este post hay demasiada evaluación . ????????????????????",neg
2021-03-09 22:08,cero ????,neg
2021-03-09 22:08,Puedo poner cero Si esto es autorizado y los artistas de los que el habla sin censurados pues no hace falta otra pista EN CUBA SE TERMINÓ LA CULTURA. EL IMPERIO DE LA BARBARIE ,neg
2021-03-09 22:09,1pto ,neg
2021-03-09 22:09,—Diez,pos
2021-03-09 22:09,X2,pos
2021-03-09 22:09,1pto ,neg
2021-03-09 22:10,No me agrada nada. ,neg
2021-03-09 22:10,Lo catalogo de pura mierda,neg
2021-03-09 22:10,Ailex Nuñez ciberclaria,neg
2021-03-09 22:10,Repulsivo,neg
2021-03-09 22:10,números negativos °,neg
2021-03-09 22:10,Yamila Suarez Valdes Él NO es periodista,pos
2021-03-09 22:11,Muy mala ... Le doy 1pto  .. Es como una especie de chanchullo de barrio ..denigrante ,neg
2021-03-09 22:11,Gracias por tan honorable comentario. Duro humberto.  Sorrisimo x usted,pos
2021-03-09 22:11,Rijard Yanes eso no va a pasar pan con mierda ..jajajajajaja ,neg
2021-03-09 22:11,Roberto Dagmar Molina Sanchez - 40 le doy a la descara ésta ??,neg
2021-03-09 22:11,"0. Pero siendo honestos un Diez. Tiene un diez en manipulación. Acaso no es eso lo que busca la prensa oficial Manipula muy bien. Miente no tan bien pero al pueblo incauto lo atrapa y lo logra engañar. Eso es un diez. Ahora, como periodista al servicio de la verdad es un asco.  Un periodista digno no puede manipular la verdad y presentarla parcialmente fragmentada al público.",neg
2021-03-09 22:12,1pto  porque no se puede dar 0.  Horrible ??,neg
2021-03-09 22:12,La mierda del menticiero,neg
2021-03-09 22:12,números negativos 0,neg
2021-03-09 22:12,Tan espontáneo el??,pos
2021-03-09 22:13,Es un buen momento para ahorrar electricidad en horario pico. Se apaga el televisor durante la media hora que está este señor hablando. Y para qué es la encuesta Si votan en contra lo van a quitar No me parece ??,pos
2021-03-09 22:13,números negativos 0,neg
2021-03-09 22:13,Calificación  suspenso,pos
2021-03-09 22:13,"1pto  es pésimo, manipulador, éticamente cuestionable, y en verdad el me es repulsivo",neg
2021-03-09 22:13,"números negativos 0 .... Puras mentiras dicen como es de costumbre en las noticias, manejan la información a su conveniencia de3 quien els paga en este caso el gob.....",neg
2021-03-09 22:13,Magleny Lopez usted si q está confusa vea al sicólogo que el picadillo de soya la está volviendo loca ??,pos
2021-03-09 22:13,Me sumo a este comentario. Opino lo mismo ,pos
2021-03-09 22:13,"Cómo la evalúa quien encuesta, Oportunista, insultante, impositiva, innecesaria, mal periodismo, peor jurista,,,",pos
2021-03-09 22:14,1pto ,neg
2021-03-09 22:14,Pésimo,neg
2021-03-09 22:14,"Este no tiene evaluación es un vividor , mal llamado periodista. 0 ",neg
2021-03-09 22:14,Cero,neg
2021-03-09 22:14,200,pos
2021-03-09 22:14,Necesita un par de zapatos de su pie y que suelte las lanchas de charol . ,pos
2021-03-09 22:14,Diez.... pero bajo 0 ????????,pos
2021-03-09 22:15,"Yo no le doy ni un 1pto  es una falta de respeto y etica , munipula cualquier informacion falsa a su favor, y eso no es periodismo solo se trata de un monigote del noticiero ??",neg
2021-03-09 22:15,"Jose Eduardo usted está errado, señor. Verosímil es algo cierto hasta tanto se pruebe lo contrario. Seis sinónimos de la palabra verosímil creíble, factible, plausible, probable, posible, consistente",pos
2021-03-09 22:15,Se aceptan números negativos  Porque sinceramente su sección -y él específicamente- son el antiperiodismo. Qué penita que le dediquen tantos minutos del noticiero a esta persona; con tantas noticias y análisis verdaderamente importantes e interesantes que necesita ver y escuchar la población.,neg
2021-03-09 22:15,Bueno yo le diera el Grammy ?? como mejor actor en la secuela Pinocho ??,pos
2021-03-09 22:15,1pto si es el mínimo,neg
2021-03-09 22:15,"En 1pto975, el científico B. P. Kibble, del Laboratorio Nacional de Física del Reino Unido, propuso la balanza de Watt como la más precisa del mundo ya que este sistema definiría el kilogramo en términos de corriente y voltaje. La balanza del Instituto Nacional de Estándares y Tecnología NIST está considerada la más grande del mundo y es capaz de medir hasta 1pto.00cero 00 de libras de fuerza 453.592 kg o 4.448.222 newtons, y se utiliza para calibrar sensores o transductores de fuerza, dispositivos que después se utilizan para medir qué fuerza ejercen motores de avión o de cohete o la resistencia que soporta la estructura de un avión antes de romperse. Sin embargo, ni siquiera la balanza del NIST es capaz de medir las toneladas de morronga que habla Humberto en su programa.",neg
2021-03-09 22:16,"Bueno el  NTV  para mi es la misma mierda que este personaje. Este tipo es un payaso y NTV es el circo.?? Esta gente se burlan de todos los cubanos, la verdad todo esta trocado el programa de Pánfilo dice mas verdad que le NTV jajajajaj que locura ",neg
2021-03-09 22:16,Le daría la más baja de las calificaciones ó 0 si fuera posible. Es cualquier cosa menos periodista. Diría que un lamebotas frustrado y sin vergüenza.,pos
2021-03-09 22:16,números negativos  y bajando,neg
2021-03-09 22:16,números negativos 00,neg
2021-03-09 22:16,Miriam Valdivia ??,pos
2021-03-09 22:17,Cero,neg
2021-03-09 22:17,"Rafael Alejandro me sorprendes, yo pensé que te gustaba.",pos
2021-03-09 22:17,Doñe Basure cada día se supera...,pos
2021-03-09 22:17,"Pésimo. 1pto. Es tan rebuscado que solo sirve para reirse de sus mentiras, mientras que los verdaderos problemas del cubano ni los roza.",neg
2021-03-09 22:17,Ernesto Wong García y los que entendieron argumentan su respuesta ?? parece imposible numerar y ya ??,pos
2021-03-09 22:18,"Katia Suarez Torres tengo unas ganas de encontrármelo, te lo juro ????, dios sabe porque aún no lo ha puesto en el camino. ",pos
2021-03-09 22:18,cero por decir un número,neg
2021-03-09 22:18,Vergüenza de toda una nación,neg
2021-03-09 22:18,"Harold Prendes Arencibia me he revolcado de la risa. Eres grande   Miguel, Yoandris, Erick, Orestes Morales",pos
2021-03-09 22:18,"Quiero poner cero, pero como dijeron del uno al 1ptoCero le doy 1pto  porque a veces me hace reír ??",neg
2021-03-09 22:18,Cero9 ,neg
2021-03-09 22:18,Fatal...momento ideal para ahorrar energía...??,neg
2021-03-09 22:19,Sin derecho q replica Es asi como funciona,pos
2021-03-09 22:19,"????,1pto pq es el mínimo.",neg
2021-03-09 22:19,"Dicen que el papel aguanta todo lo que le pongan .. bueno la pantalla del televisor aguanta todo lo que él diga , lo que no quiere decir que se tenga la razón ni en uno ni otro , pero si no hay réplica ????",pos
2021-03-09 22:19,Solo un portavoz...,pos
2021-03-09 22:19,Amircal Salermo parece parte del plan chico.,pos
2021-03-09 22:19,"Asco, el mínimo siempre",neg
2021-03-09 22:19,"Total, como si fueran a tomar en cuenta lo que piensa la gente.  Y si la mayoría dice que es mala van a culpar al ""enemigo"" y seguirán regañandonos por no ser sumisos a la ideología unipartidista que no soporta el debate.",pos
2021-03-09 22:19,Un discurso de odio total. Muy poco profesional su trabajo. Me quedo con el 1pto  porque el cero y los negativos no están en las opciones ??,neg
2021-03-09 22:19,1pto ,neg
2021-03-09 22:19,Yo le doy un Diez,pos
2021-03-09 22:20,,pos
